"week_ending_date","state","avg_adm_all_covid_confirmed","pct_chg_avg_adm_all_covid_confirmed_per_100k","total_adm_all_covid_confirmed_past_7days","total_adm_all_covid_confirmed_past_7days_per_100k","sum_adm_all_covid_confirmed","avg_total_patients_hospitalized_covid_confirmed","avg_percent_inpatient_beds_occupied_covid_confirmed","abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed","avg_percent_staff_icu_beds_covid","abs_chg_avg_percent_staff_icu_beds_covid"
"2024-03-30","ME","2.86","-45.95","20.00","1.49","17,065.00","42.29","1.51","-0.19","1.33","-0.00"
"2024-04-06","ME","3.14","10.00","22.00","1.64","17,087.00","36.71","1.29","-0.22","1.82","0.49"
"2024-04-13","ME","2.14","-31.82","15.00","1.12","17,102.00","41.29","1.44","0.15","1.40","-0.42"
"2024-04-20","ME","2.86","33.33","20.00","1.49","17,122.00","49.86","1.77","0.33","1.62","0.22"
"2024-04-27","ME","2.14","-25.00","15.00","1.12","17,137.00","43.29","1.55","-0.22","1.18","-0.44"
"2020-08-08","MI","36.00","-87.81","252.00","2.52","1,190.00","357.71","1.88","0.14","3.45","0.84"
"2020-08-15","MI","57.71","60.32","404.00","4.05","1,594.00","407.71","2.05","0.18","3.87","0.42"
"2020-08-22","MI","57.29","-0.74","401.00","4.02","1,995.00","418.00","2.04","-0.01","3.94","0.06"
"2020-08-29","MI","53.71","-6.23","376.00","3.76","2,371.00","428.57","2.05","0.01","3.95","0.01"
"2020-09-05","MI","49.43","-7.98","346.00","3.46","2,717.00","406.43","1.93","-0.12","3.60","-0.35"
"2020-09-12","MI","48.71","-1.45","341.00","3.41","3,058.00","398.00","1.89","-0.04","3.59","-0.01"
"2020-09-19","MI","44.43","-8.80","311.00","3.11","3,369.00","347.86","1.63","-0.26","3.02","-0.57"
"2020-09-26","MI","44.43","0.00","311.00","3.11","3,680.00","342.00","1.58","-0.05","2.78","-0.24"
"2020-10-03","MI","68.14","53.38","477.00","4.78","4,157.00","463.00","2.16","0.58","3.76","0.98"
"2020-10-10","MI","82.14","20.55","575.00","5.76","4,732.00","620.00","2.93","0.77","6.02","2.26"
"2020-10-17","MI","104.71","27.48","733.00","7.34","5,465.00","749.14","3.51","0.58","6.90","0.88"
"2020-10-24","MI","128.00","22.24","896.00","8.97","6,361.00","955.71","4.50","0.99","8.54","1.64"
"2020-10-31","MI","224.43","75.33","1,571.00","15.73","7,932.00","1,332.43","6.34","1.84","10.93","2.39"
"2020-11-07","MI","282.57","25.91","1,978.00","19.81","9,910.00","1,842.71","8.77","2.43","13.66","2.73"
"2020-11-14","MI","369.43","30.74","2,586.00","25.89","12,496.00","2,643.29","12.40","3.63","18.48","4.82"
"2020-11-21","MI","443.29","19.99","3,103.00","31.07","15,599.00","3,330.86","15.73","3.33","22.51","4.04"
"2020-11-28","MI","525.43","18.53","3,678.00","36.83","19,277.00","3,668.29","17.47","1.74","24.37","1.86"
"2020-12-05","MI","491.57","-6.44","3,441.00","34.46","22,718.00","3,799.14","17.98","0.52","24.46","0.09"
"2020-12-12","MI","442.86","-9.91","3,100.00","31.04","25,818.00","3,575.71","16.89","-1.10","25.10","0.63"
"2020-12-19","MI","374.00","-15.55","2,618.00","26.21","28,436.00","3,203.86","15.07","-1.82","23.41","-1.69"
"2020-12-26","MI","313.14","-16.27","2,192.00","21.95","30,628.00","2,723.43","13.00","-2.07","20.63","-2.78"
"2021-01-02","MI","276.43","-11.72","1,935.00","19.38","32,563.00","2,430.57","11.62","-1.37","18.31","-2.31"
"2021-01-09","MI","293.57","6.20","2,055.00","20.58","34,618.00","2,305.14","10.84","-0.79","15.58","-2.73"
"2021-01-16","MI","256.43","-12.65","1,795.00","17.97","36,413.00","2,047.00","9.65","-1.18","14.62","-0.96"
"2021-01-23","MI","205.43","-19.89","1,438.00","14.40","37,851.00","1,758.57","8.27","-1.38","12.32","-2.30"
"2021-01-30","MI","157.57","-23.30","1,103.00","11.04","38,954.00","1,414.57","6.70","-1.57","10.85","-1.46"
"2021-02-06","MI","144.00","-8.61","1,008.00","10.09","39,962.00","1,212.86","5.76","-0.94","9.31","-1.55"
"2021-02-13","MI","112.71","-21.73","789.00","7.90","40,751.00","993.43","4.71","-1.05","8.18","-1.13"
"2021-02-20","MI","95.71","-15.08","670.00","6.71","41,421.00","791.71","3.78","-0.92","6.76","-1.41"
"2021-02-27","MI","96.57","0.90","676.00","6.77","42,097.00","725.57","3.44","-0.34","5.84","-0.92"
"2021-03-06","MI","107.57","11.39","753.00","7.54","42,850.00","763.57","3.61","0.16","6.45","0.60"
"2021-03-13","MI","136.71","27.09","957.00","9.58","43,807.00","848.14","4.02","0.42","6.79","0.34"
"2021-03-20","MI","191.71","40.23","1,342.00","13.44","45,149.00","1,070.57","5.09","1.07","8.42","1.63"
"2021-03-27","MI","293.57","53.13","2,055.00","20.58","47,204.00","1,597.14","7.53","2.44","11.13","2.72"
"2021-04-03","MI","435.86","48.47","3,051.00","30.55","50,255.00","2,398.43","11.33","3.80","15.37","4.23"
"2021-04-10","MI","581.71","33.46","4,072.00","40.77","54,327.00","3,371.29","15.85","4.52","21.09","5.72"
"2021-04-17","MI","612.00","5.21","4,284.00","42.90","58,611.00","3,986.71","18.73","2.88","25.21","4.12"
"2021-04-24","MI","490.86","-19.79","3,436.00","34.41","62,047.00","3,904.86","18.46","-0.27","25.85","0.64"
"2021-05-01","MI","377.57","-23.08","2,643.00","26.46","64,690.00","3,230.43","15.32","-3.14","24.92","-0.93"
"2021-05-08","MI","303.29","-19.67","2,123.00","21.26","66,813.00","2,642.71","12.57","-2.75","21.89","-3.03"
"2021-05-15","MI","227.86","-24.87","1,595.00","15.97","68,408.00","2,064.71","9.89","-2.68","18.49","-3.40"
"2021-05-22","MI","174.29","-23.51","1,220.00","12.22","69,628.00","1,584.14","7.59","-2.30","14.14","-4.35"
"2021-05-29","MI","130.14","-25.33","911.00","9.12","70,539.00","1,218.14","5.83","-1.76","11.03","-3.11"
"2021-06-05","MI","81.43","-37.43","570.00","5.71","71,109.00","862.43","4.14","-1.69","8.20","-2.84"
"2021-06-12","MI","61.00","-25.09","427.00","4.28","71,536.00","625.14","2.99","-1.16","5.88","-2.32"
"2021-06-19","MI","39.86","-34.66","279.00","2.79","71,815.00","425.86","2.03","-0.95","4.20","-1.67"
"2021-06-26","MI","31.43","-21.15","220.00","2.20","72,035.00","306.57","1.46","-0.57","2.70","-1.51"
"2021-07-03","MI","31.00","-1.36","217.00","2.17","72,252.00","258.29","1.24","-0.22","2.16","-0.54"
"2021-07-10","MI","30.14","-2.76","211.00","2.11","72,463.00","223.71","1.08","-0.16","1.84","-0.32"
"2021-07-17","MI","33.57","11.37","235.00","2.35","72,698.00","220.00","1.05","-0.03","1.80","-0.04"
"2021-07-24","MI","40.86","21.70","286.00","2.86","72,984.00","258.29","1.23","0.18","1.97","0.17"
"2021-07-31","MI","44.57","9.09","312.00","3.12","73,296.00","304.00","1.44","0.20","2.57","0.59"
"2021-08-07","MI","81.57","83.01","571.00","5.72","73,867.00","458.00","2.17","0.73","3.88","1.31"
"2021-08-14","MI","110.43","35.38","773.00","7.74","74,640.00","729.57","3.44","1.27","5.75","1.87"
"2021-08-21","MI","126.86","14.88","888.00","8.89","75,528.00","854.14","4.07","0.63","6.89","1.14"
"2021-08-28","MI","150.43","18.58","1,053.00","10.54","76,581.00","1,090.00","5.20","1.13","8.76","1.87"
"2021-09-04","MI","146.43","-2.66","1,025.00","10.26","77,606.00","1,143.14","5.46","0.26","10.42","1.66"
"2021-09-11","MI","172.71","17.95","1,209.00","12.11","78,815.00","1,289.43","6.19","0.73","12.04","1.62"
"2021-09-18","MI","188.00","8.85","1,316.00","13.18","80,131.00","1,402.43","6.72","0.53","12.92","0.88"
"2021-09-25","MI","194.86","3.65","1,364.00","13.66","81,495.00","1,460.00","6.97","0.26","13.26","0.34"
"2021-10-02","MI","213.43","9.53","1,494.00","14.96","82,989.00","1,578.57","7.56","0.59","14.02","0.76"
"2021-10-09","MI","254.57","19.28","1,782.00","17.84","84,771.00","1,773.43","8.54","0.98","15.60","1.59"
"2021-10-16","MI","265.57","4.32","1,859.00","18.61","86,630.00","2,017.57","9.71","1.17","17.40","1.79"
"2021-10-23","MI","254.14","-4.30","1,779.00","17.81","88,409.00","2,071.14","9.99","0.28","17.57","0.17"
"2021-10-30","MI","269.14","5.90","1,884.00","18.86","90,293.00","2,101.86","10.07","0.08","18.29","0.72"
"2021-11-06","MI","289.43","7.54","2,026.00","20.29","92,319.00","2,197.71","10.60","0.53","18.14","-0.15"
"2021-11-13","MI","381.14","31.69","2,668.00","26.72","94,987.00","2,641.71","12.74","2.14","19.83","1.69"
"2021-11-20","MI","451.14","18.37","3,158.00","31.62","98,145.00","3,221.71","15.77","3.03","22.64","2.82"
"2021-11-27","MI","484.86","7.47","3,394.00","33.98","101,539.00","3,809.43","18.85","3.07","26.67","4.02"
"2021-12-04","MI","526.14","8.52","3,683.00","36.88","105,222.00","4,251.71","20.60","1.76","29.72","3.05"
"2021-12-11","MI","523.00","-0.60","3,661.00","36.66","108,883.00","4,440.86","21.52","0.91","31.19","1.47"
"2021-12-18","MI","438.00","-16.25","3,066.00","30.70","111,949.00","4,322.43","21.00","-0.52","31.38","0.20"
"2021-12-25","MI","399.57","-8.77","2,797.00","28.01","114,746.00","3,698.71","18.38","-2.62","29.15","-2.23"
"2022-01-01","MI","466.71","16.80","3,267.00","32.71","118,013.00","3,693.43","18.64","0.26","26.63","-2.52"
"2022-01-08","MI","559.14","19.80","3,914.00","39.19","121,927.00","4,232.43","20.97","2.32","26.33","-0.30"
"2022-01-15","MI","564.14","0.89","3,949.00","39.54","125,876.00","4,577.71","22.65","1.68","26.25","-0.09"
"2022-01-22","MI","503.14","-10.81","3,522.00","35.27","129,398.00","4,356.29","21.45","-1.20","24.86","-1.39"
"2022-01-29","MI","413.14","-17.89","2,892.00","28.96","132,290.00","3,711.86","18.36","-3.09","21.41","-3.45"
"2022-02-05","MI","321.86","-22.10","2,253.00","22.56","134,543.00","2,958.71","14.75","-3.61","18.53","-2.88"
"2022-02-12","MI","271.00","-15.80","1,897.00","18.99","136,440.00","2,398.86","11.85","-2.90","15.55","-2.98"
"2022-02-19","MI","196.14","-27.62","1,373.00","13.75","137,813.00","1,809.57","8.97","-2.88","11.20","-4.35"
"2022-02-26","MI","150.86","-23.09","1,056.00","10.57","138,869.00","1,382.57","6.85","-2.12","9.07","-2.13"
"2022-03-05","MI","109.71","-27.27","768.00","7.69","139,637.00","987.14","4.90","-1.95","7.23","-1.84"
"2022-03-12","MI","86.57","-21.09","606.00","6.07","140,243.00","735.71","3.67","-1.23","5.38","-1.85"
"2022-03-19","MI","63.14","-27.06","442.00","4.43","140,685.00","589.86","2.93","-0.74","4.18","-1.20"
"2022-03-26","MI","60.00","-4.98","420.00","4.21","141,105.00","467.86","2.32","-0.61","3.31","-0.87"
"2022-04-02","MI","48.00","-20.00","336.00","3.36","141,441.00","386.43","1.94","-0.38","2.80","-0.51"
"2022-04-09","MI","53.29","11.01","373.00","3.73","141,814.00","374.71","1.88","-0.06","2.76","-0.04"
"2022-04-16","MI","61.29","15.01","429.00","4.30","142,243.00","399.00","2.01","0.13","2.99","0.23"
"2022-04-23","MI","71.71","17.02","502.00","5.03","142,745.00","433.00","2.17","0.16","2.84","-0.14"
"2022-04-30","MI","95.29","32.87","667.00","6.68","143,412.00","522.29","2.60","0.44","2.46","-0.38"
"2022-05-07","MI","112.00","17.54","784.00","7.85","144,196.00","617.29","3.08","0.48","2.61","0.15"
"2022-05-14","MI","142.29","27.04","996.00","9.97","145,192.00","799.14","4.01","0.93","2.86","0.24"
"2022-05-21","MI","152.71","7.33","1,069.00","10.70","146,261.00","953.71","4.79","0.78","3.38","0.52"
"2022-05-28","MI","144.57","-5.33","1,012.00","10.13","147,273.00","938.14","4.71","-0.08","3.75","0.38"
"2022-06-04","MI","133.71","-7.51","936.00","9.37","148,209.00","895.43","4.49","-0.22","3.54","-0.21"
"2022-06-11","MI","117.43","-12.18","822.00","8.23","149,031.00","805.86","4.05","-0.44","3.67","0.13"
"2022-06-18","MI","116.00","-1.22","812.00","8.13","149,843.00","764.14","3.83","-0.22","3.63","-0.05"
"2022-06-25","MI","99.71","-14.04","698.00","6.99","150,541.00","674.43","3.39","-0.44","3.11","-0.52"
"2022-07-02","MI","98.71","-1.00","691.00","6.92","151,232.00","644.86","3.24","-0.14","2.51","-0.60"
"2022-07-09","MI","113.14","14.62","792.00","7.93","152,024.00","698.57","3.52","0.28","2.79","0.28"
"2022-07-16","MI","116.86","3.28","818.00","8.19","152,842.00","774.71","3.88","0.35","3.49","0.70"
"2022-07-23","MI","132.71","13.57","929.00","9.30","153,771.00","828.14","4.16","0.28","3.47","-0.02"
"2022-07-30","MI","137.00","3.23","959.00","9.60","154,730.00","854.86","4.29","0.13","3.13","-0.35"
"2022-08-06","MI","153.14","11.78","1,072.00","10.73","155,802.00","959.71","4.82","0.54","4.05","0.92"
"2022-08-13","MI","158.14","3.26","1,107.00","11.08","156,909.00","1,008.57","5.06","0.24","3.79","-0.26"
"2022-08-20","MI","157.14","-0.63","1,100.00","11.01","158,009.00","1,006.43","5.09","0.02","3.79","0.01"
"2022-08-27","MI","156.00","-0.73","1,092.00","10.93","159,101.00","1,013.00","5.09","0.01","4.28","0.48"
"2022-09-03","MI","157.29","0.82","1,101.00","11.02","160,202.00","1,025.00","5.16","0.06","4.30","0.02"
"2022-09-10","MI","154.43","-1.82","1,081.00","10.82","161,283.00","1,066.71","5.36","0.20","5.01","0.71"
"2022-09-17","MI","149.43","-3.24","1,046.00","10.47","162,329.00","1,041.43","5.20","-0.15","4.67","-0.34"
"2022-09-24","MI","148.00","-0.96","1,036.00","10.37","163,365.00","1,005.43","5.04","-0.16","4.30","-0.36"
"2022-10-01","MI","137.71","-6.95","964.00","9.65","164,329.00","969.43","4.84","-0.20","4.33","0.02"
"2022-10-08","MI","147.43","7.05","1,032.00","10.33","165,361.00","999.00","4.99","0.15","4.77","0.44"
"2022-10-15","MI","142.29","-3.49","996.00","9.97","166,357.00","982.43","4.92","-0.07","4.30","-0.47"
"2022-10-22","MI","140.43","-1.31","983.00","9.84","167,340.00","1,029.43","5.16","0.24","4.67","0.37"
"2022-10-29","MI","150.14","6.92","1,051.00","10.52","168,391.00","1,038.43","5.20","0.04","4.34","-0.33"
"2022-11-05","MI","139.00","-7.42","973.00","9.74","169,364.00","1,067.43","5.34","0.14","4.50","0.17"
"2022-11-12","MI","124.29","-10.59","870.00","8.71","170,234.00","969.57","4.84","-0.50","4.25","-0.25"
"2022-11-19","MI","120.71","-2.87","845.00","8.46","171,079.00","913.86","4.59","-0.25","4.39","0.14"
"2022-11-26","MI","118.29","-2.01","828.00","8.29","171,907.00","861.57","4.34","-0.26","4.00","-0.39"
"2022-12-03","MI","127.29","7.61","891.00","8.92","172,798.00","936.43","4.67","0.33","3.96","-0.04"
"2022-12-10","MI","147.57","15.94","1,033.00","10.34","173,831.00","1,008.57","5.01","0.34","3.98","0.02"
"2022-12-17","MI","167.14","13.26","1,170.00","11.72","175,001.00","1,112.00","5.59","0.58","4.55","0.57"
"2022-12-24","MI","166.00","-0.68","1,162.00","11.64","176,163.00","1,191.29","6.03","0.44","4.71","0.16"
"2022-12-31","MI","166.00","0.00","1,162.00","11.64","177,325.00","1,187.57","6.09","0.06","5.45","0.74"
"2023-01-07","MI","158.43","-4.56","1,109.00","11.10","178,434.00","1,231.86","6.21","0.11","5.21","-0.24"
"2023-01-14","MI","128.71","-18.76","901.00","9.02","179,335.00","1,030.29","5.25","-0.95","4.73","-0.47"
"2023-01-21","MI","97.71","-24.08","684.00","6.85","180,019.00","879.14","4.51","-0.74","3.72","-1.02"
"2023-01-28","MI","89.86","-8.04","629.00","6.30","180,648.00","692.71","3.56","-0.95","3.00","-0.71"
"2023-02-04","MI","84.43","-6.04","591.00","5.92","181,239.00","602.57","3.09","-0.47","3.04","0.04"
"2023-02-11","MI","90.29","6.94","632.00","6.33","181,871.00","591.71","3.00","-0.09","2.78","-0.26"
"2023-02-18","MI","91.71","1.58","642.00","6.43","182,513.00","594.29","2.98","-0.02","2.37","-0.41"
"2023-02-25","MI","96.00","4.67","672.00","6.73","183,185.00","631.14","3.23","0.25","2.32","-0.05"
"2023-03-04","MI","102.71","6.99","719.00","7.20","183,904.00","664.00","3.34","0.11","2.51","0.18"
"2023-03-11","MI","96.00","-6.54","672.00","6.73","184,576.00","612.71","3.08","-0.27","2.61","0.10"
"2023-03-18","MI","98.43","2.53","689.00","6.90","185,265.00","645.71","3.22","0.15","2.52","-0.09"
"2023-03-25","MI","95.14","-3.34","666.00","6.67","185,931.00","638.71","3.19","-0.04","2.80","0.28"
"2023-04-01","MI","95.57","0.45","669.00","6.70","186,600.00","656.86","3.29","0.10","2.88","0.08"
"2023-04-08","MI","83.00","-13.15","581.00","5.82","187,181.00","616.86","3.08","-0.21","2.61","-0.27"
"2023-04-15","MI","68.57","-17.38","480.00","4.81","187,661.00","505.29","2.54","-0.54","2.29","-0.33"
"2023-04-22","MI","66.00","-3.75","462.00","4.63","188,123.00","456.43","2.28","-0.26","2.39","0.10"
"2023-04-29","MI","51.14","-22.51","358.00","3.58","188,481.00","374.43","1.88","-0.39","2.02","-0.37"
"2023-05-06","MI","48.43","-5.31","339.00","3.39","188,820.00","347.14","1.73","-0.16","1.65","-0.38"
"2023-05-13","MI","47.29","-2.36","331.00","3.31","189,151.00","311.29","1.56","-0.17","1.19","-0.46"
"2023-05-20","MI","37.57","-20.54","263.00","2.63","189,414.00","271.71","1.36","-0.19","1.26","0.07"
"2023-05-27","MI","31.43","-16.35","220.00","2.20","189,634.00","238.86","1.19","-0.17","1.31","0.05"
"2023-06-03","MI","29.71","-5.45","208.00","2.08","189,842.00","220.29","1.11","-0.09","1.05","-0.26"
"2023-06-10","MI","22.57","-24.04","158.00","1.58","190,000.00","187.43","0.94","-0.17","0.89","-0.16"
"2023-06-17","MI","22.00","-2.53","154.00","1.54","190,154.00","170.86","0.86","-0.07","0.83","-0.06"
"2023-06-24","MI","23.00","4.55","161.00","1.61","190,315.00","145.00","0.73","-0.13","0.83","0.00"
"2023-07-01","MI","20.71","-9.94","145.00","1.45","190,460.00","142.43","0.72","-0.01","0.59","-0.24"
"2023-07-08","MI","16.29","-21.38","114.00","1.14","190,574.00","124.00","0.64","-0.09","0.49","-0.09"
"2023-07-15","MI","14.86","-8.77","104.00","1.04","190,678.00","107.29","0.54","-0.09","0.41","-0.08"
"2023-07-22","MI","13.86","-6.73","97.00","0.97","190,775.00","97.00","0.48","-0.06","0.39","-0.02"
"2023-07-29","MI","14.71","6.19","103.00","1.03","190,878.00","101.57","0.51","0.03","0.55","0.16"
"2023-08-05","MI","18.14","23.30","127.00","1.27","191,005.00","120.43","0.60","0.09","0.57","0.02"
"2023-08-12","MI","28.71","58.27","201.00","2.01","191,206.00","159.86","0.81","0.21","0.54","-0.04"
"2023-08-19","MI","38.14","32.84","267.00","2.67","191,473.00","193.86","0.98","0.17","0.59","0.05"
"2023-08-26","MI","43.71","14.61","306.00","3.06","191,779.00","222.86","1.12","0.14","0.80","0.21"
"2023-09-02","MI","49.71","13.73","348.00","3.48","192,127.00","282.00","1.41","0.29","1.18","0.38"
"2023-09-09","MI","60.29","21.26","422.00","4.23","192,549.00","362.43","1.81","0.40","1.57","0.39"
"2023-09-16","MI","67.29","11.61","471.00","4.72","193,020.00","403.43","2.01","0.20","1.60","0.03"
"2023-09-23","MI","78.86","17.20","552.00","5.53","193,572.00","462.57","2.31","0.30","1.78","0.18"
"2023-09-30","MI","80.14","1.63","561.00","5.62","194,133.00","492.29","2.42","0.11","2.09","0.32"
"2023-10-07","MI","72.57","-9.45","508.00","5.09","194,641.00","480.86","2.38","-0.05","2.25","0.16"
"2023-10-14","MI","66.14","-8.86","463.00","4.64","195,104.00","462.00","2.27","-0.11","1.87","-0.38"
"2023-10-21","MI","68.71","3.89","481.00","4.82","195,585.00","466.86","2.29","0.02","2.20","0.34"
"2023-10-28","MI","75.00","9.15","525.00","5.26","196,110.00","464.43","2.27","-0.02","1.88","-0.32"
"2023-11-04","MI","65.43","-12.76","458.00","4.59","196,568.00","443.43","2.18","-0.08","1.83","-0.05"
"2023-11-11","MI","75.00","14.63","525.00","5.26","197,093.00","472.29","2.31","0.13","2.28","0.45"
"2023-11-18","MI","92.86","23.81","650.00","6.51","197,743.00","527.71","2.57","0.26","2.28","-0.00"
"2023-11-25","MI","114.14","22.92","799.00","8.00","198,542.00","670.86","3.32","0.75","2.57","0.29"
"2023-12-02","MI","150.86","32.17","1,056.00","10.57","199,598.00","834.29","4.10","0.78","3.11","0.54"
"2023-12-09","MI","141.00","-6.53","987.00","9.88","200,585.00","885.71","4.34","0.24","3.16","0.05"
"2023-12-16","MI","136.14","-3.44","953.00","9.54","201,538.00","882.71","4.34","-0.00","3.85","0.69"
"2023-12-23","MI","158.71","16.58","1,111.00","11.12","202,649.00","934.29","4.54","0.20","3.70","-0.15"
"2023-12-30","MI","187.14","17.91","1,310.00","13.12","203,959.00","1,065.14","5.35","0.81","4.37","0.67"
"2024-01-06","MI","178.43","-4.66","1,249.00","12.51","205,208.00","1,219.14","5.89","0.54","4.79","0.42"
"2024-01-13","MI","151.29","-15.21","1,059.00","10.60","206,267.00","1,063.00","5.17","-0.72","4.72","-0.08"
"2024-01-20","MI","104.43","-30.97","731.00","7.32","206,998.00","876.14","4.26","-0.91","3.64","-1.08"
"2024-01-27","MI","91.86","-12.04","643.00","6.44","207,641.00","689.71","3.33","-0.92","2.90","-0.75"
"2024-02-03","MI","90.43","-1.56","633.00","6.34","208,274.00","627.71","3.03","-0.30","2.67","-0.22"
"2024-02-10","MI","83.86","-7.27","587.00","5.88","208,861.00","562.71","2.72","-0.32","2.49","-0.18"
"2024-02-17","MI","78.71","-6.13","551.00","5.52","209,412.00","549.00","2.65","-0.06","2.38","-0.12"
"2024-02-24","MI","77.86","-1.09","545.00","5.46","209,957.00","516.71","2.53","-0.12","2.25","-0.13"
"2024-03-02","MI","77.29","-0.73","541.00","5.42","210,498.00","510.29","2.49","-0.04","2.11","-0.14"
"2024-03-09","MI","68.00","-12.01","476.00","4.77","210,974.00","447.29","2.15","-0.34","2.25","0.14"
"2024-03-16","MI","55.86","-17.86","391.00","3.92","211,365.00","371.57","1.80","-0.35","1.87","-0.38"
"2024-03-23","MI","44.57","-20.20","312.00","3.12","211,677.00","303.71","1.47","-0.32","1.40","-0.47"
"2024-03-30","MI","37.86","-15.06","265.00","2.65","211,942.00","267.86","1.29","-0.18","1.16","-0.24"
"2024-04-06","MI","37.29","-1.51","261.00","2.61","212,203.00","230.71","1.12","-0.17","1.17","0.02"
"2024-04-13","MI","29.14","-21.84","204.00","2.04","212,407.00","206.14","1.01","-0.12","0.86","-0.31"
"2024-04-20","MI","26.29","-9.80","184.00","1.84","212,591.00","175.14","0.86","-0.15","0.73","-0.13"
"2024-04-27","MI","19.57","-25.54","137.00","1.37","212,728.00","140.43","0.70","-0.16","0.46","-0.27"
"2020-08-08","MN","20.43","-4.67","143.00","2.54","149.00","273.86","2.46","0.70","5.36","1.72"
"2020-08-15","MN","30.43","48.95","213.00","3.78","362.00","262.14","2.37","-0.08","5.79","0.42"
"2020-08-22","MN","32.86","7.98","230.00","4.08","592.00","263.86","2.35","-0.02","5.41","-0.37"
"2020-08-29","MN","37.86","15.22","265.00","4.70","857.00","310.29","2.76","0.41","5.73","0.32"
"2020-09-05","MN","38.14","0.75","267.00","4.73","1,124.00","304.00","2.69","-0.07","5.82","0.09"
"2020-09-12","MN","34.43","-9.74","241.00","4.27","1,365.00","272.29","2.43","-0.26","5.91","0.09"
"2020-09-19","MN","36.29","5.39","254.00","4.50","1,619.00","265.00","2.39","-0.05","6.00","0.09"
"2020-09-26","MN","50.86","40.16","356.00","6.31","1,975.00","343.43","3.04","0.66","7.60","1.60"
"2020-10-03","MN","55.29","8.71","387.00","6.86","2,362.00","409.29","3.66","0.61","8.11","0.51"
"2020-10-10","MN","65.29","18.09","457.00","8.10","2,819.00","441.71","3.86","0.20","9.22","1.11"
"2020-10-17","MN","69.00","5.69","483.00","8.56","3,302.00","495.86","4.34","0.48","9.29","0.07"
"2020-10-24","MN","88.86","28.78","622.00","11.03","3,924.00","591.00","5.14","0.81","10.05","0.76"
"2020-10-31","MN","109.71","23.47","768.00","13.62","4,692.00","736.86","6.38","1.24","11.78","1.73"
"2020-11-07","MN","156.71","42.84","1,097.00","19.45","5,789.00","994.57","8.68","2.30","14.63","2.86"
"2020-11-14","MN","212.29","35.46","1,486.00","26.35","7,275.00","1,384.00","12.58","3.90","19.27","4.64"
"2020-11-21","MN","239.43","12.79","1,676.00","29.72","8,951.00","1,764.00","16.59","4.02","24.78","5.51"
"2020-11-28","MN","224.00","-6.44","1,568.00","27.80","10,519.00","1,848.14","18.17","1.58","25.89","1.10"
"2020-12-05","MN","204.29","-8.80","1,430.00","25.36","11,949.00","1,780.57","17.71","-0.47","26.10","0.22"
"2020-12-12","MN","176.43","-13.64","1,235.00","21.90","13,184.00","1,536.00","15.48","-2.22","23.98","-2.12"
"2020-12-19","MN","137.00","-22.35","959.00","17.00","14,143.00","1,228.43","12.44","-3.04","19.96","-4.03"
"2020-12-26","MN","118.86","-13.24","832.00","14.75","14,975.00","1,030.43","10.63","-1.81","16.31","-3.65"
"2021-01-02","MN","114.86","-3.37","804.00","14.26","15,779.00","918.71","9.45","-1.19","13.91","-2.40"
"2021-01-09","MN","104.29","-9.20","730.00","12.94","16,509.00","796.57","8.16","-1.29","10.07","-3.84"
"2021-01-16","MN","89.43","-14.25","626.00","11.10","17,135.00","663.71","6.78","-1.38","9.25","-0.82"
"2021-01-23","MN","69.57","-22.20","487.00","8.64","17,622.00","567.14","5.76","-1.02","7.59","-1.66"
"2021-01-30","MN","58.71","-15.61","411.00","7.29","18,033.00","461.29","4.73","-1.03","6.78","-0.81"
"2021-02-06","MN","53.00","-9.73","371.00","6.58","18,404.00","380.57","3.98","-0.75","5.93","-0.85"
"2021-02-13","MN","48.14","-9.16","337.00","5.98","18,741.00","329.29","3.45","-0.53","5.38","-0.55"
"2021-02-20","MN","39.43","-18.10","276.00","4.89","19,017.00","298.00","3.12","-0.33","4.08","-1.30"
"2021-02-27","MN","39.71","0.72","278.00","4.93","19,295.00","264.00","2.74","-0.38","3.85","-0.23"
"2021-03-06","MN","33.43","-15.83","234.00","4.15","19,529.00","231.14","2.42","-0.32","3.73","-0.12"
"2021-03-13","MN","41.86","25.21","293.00","5.20","19,822.00","244.71","2.57","0.15","4.23","0.50"
"2021-03-20","MN","51.29","22.53","359.00","6.37","20,181.00","298.57","3.11","0.54","5.04","0.81"
"2021-03-27","MN","56.71","10.58","397.00","7.04","20,578.00","346.43","3.59","0.49","6.20","1.16"
"2021-04-03","MN","73.29","29.22","513.00","9.10","21,091.00","421.14","4.36","0.77","7.26","1.06"
"2021-04-10","MN","95.43","30.21","668.00","11.84","21,759.00","560.00","5.73","1.37","9.09","1.83"
"2021-04-17","MN","105.00","10.03","735.00","13.03","22,494.00","681.86","6.94","1.21","11.61","2.52"
"2021-04-24","MN","92.43","-11.97","647.00","11.47","23,141.00","675.29","6.90","-0.04","13.07","1.46"
"2021-05-01","MN","95.00","2.78","665.00","11.79","23,806.00","632.00","6.44","-0.47","11.93","-1.13"
"2021-05-08","MN","72.14","-24.06","505.00","8.95","24,311.00","560.43","5.67","-0.77","10.03","-1.90"
"2021-05-15","MN","64.43","-10.69","451.00","8.00","24,762.00","476.43","4.89","-0.78","9.00","-1.04"
"2021-05-22","MN","53.14","-17.52","372.00","6.60","25,134.00","412.57","4.22","-0.68","7.80","-1.20"
